"cpg","estimate","se","p.value"
"cg02657830","-7.84e-05","1.97e-05",7.09e-05
"cg02659581","-0.00023182","6.27e-05",0.000229
"cg02660117","0.00028669","0.00010436",0.00611
"cg02668655","-0.00021456","7.53e-05",0.00448
"cg02675083","-0.00015698","5.26e-05",0.00289
"cg02690117","-0.00026233","9.45e-05",0.0056
"cg02712922","-0.00016668","5.29e-05",0.00166
"cg02736746","0.00042815","8.64e-05",8.53e-07
"cg02737335","-0.00020463","5.6e-05",0.000269
"cg02751839","-0.00016353","4.34e-05",0.000177
"cg02769687","-0.00017147","4.91e-05",0.000497
"cg02770313","-0.00032902","5.93e-05",3.73e-08
"cg02771619","-0.00020025","5.63e-05",0.000396
"cg02773275","-0.00030062","7.89e-05",0.000146
"cg02787675","-0.00027705","5.53e-05",6.29e-07
"cg02818189","-0.00058288","0.00014336",5.14e-05
"cg02828779","-0.00022566","7.68e-05",0.00336
"cg02829654","-0.00021683","7.23e-05",0.00278
"cg02832224","-0.0004057","9.62e-05",2.67e-05
"cg02835421","-0.00080456","6.89e-05",1.05e-29
"cg02837162","0.00069714","0.00013863",5.8e-07
"cg02840585","0.0004298","8.58e-05",6.43e-07
"cg02849695","0.00026361","5.83e-05",6.75e-06
"cg02852398","0.00033927","0.00010202",0.000913
"cg02854554","-0.00011868","2.9e-05",4.51e-05
"cg02854937","-0.0001538","3.31e-05",3.71e-06
"cg02855836","0.0004598","0.00013745",0.000851
"cg02861504","-0.00039477","9.89e-05",6.98e-05
"cg02862748","-0.00015736","5.89e-05",0.00766
"cg02887867","-0.00013811","4.7e-05",0.0034
"cg02890896","-0.00018584","5.83e-05",0.00146
"cg02895948","0.00081591","0.00016857",1.49e-06
"cg02896318","-0.00010085","2.37e-05",2.23e-05
"cg02896354","-0.0001894","6.57e-05",0.00403
"cg02896872","-0.00033774","6.07e-05",3.33e-08
"cg02901136","-0.00048465","0.00011217",1.7e-05
"cg02901139","-0.00039699","9.98e-05",7.38e-05
"cg02901884","-0.00010776","4.02e-05",0.00751
"cg02904701","-0.00040611","9.58e-05",2.43e-05
"cg02905900","-0.00055298","7.25e-05",5.47e-14
"cg02912316","-0.00036791","9.05e-05",5.14e-05
"cg02912379","-0.00053571","0.00010824",8.68e-07
"cg02915259","-0.00011745","4.27e-05",0.00607
"cg02920851","0.00030936","9.45e-05",0.0011
"cg02927682","-0.00031119","8.25e-05",0.000172
"cg02928345","0.00026736","9.9e-05",0.00701
"cg02928797","-0.00014622","4.41e-05",0.000951
"cg02931398","-0.0002434","5.88e-05",3.77e-05
"cg02934509","-0.0001113","3.16e-05",0.000438
"cg02934736","-0.00024252","7.3e-05",0.000928
"cg02935904","-0.00067976","9.03e-05",1.09e-13
"cg02951357","0.00087922","0.00010629",3.95e-16
"cg02951738","-0.00012145","3.14e-05",0.000116
"cg02951880","-9.11e-05","3.01e-05",0.00252
"cg02952078","0.00027854","8.66e-05",0.00134
"cg02953397","-0.00028469","3.69e-05",2.94e-14
"cg02954884","0.0002816","9.48e-05",0.00303
"cg02956660","-0.00015429","5.38e-05",0.00422
"cg02959112","-0.0002137","7.13e-05",0.00279
"cg02959364","-0.00019199","4.41e-05",1.49e-05
"cg02959609","-0.00040843","0.00010853",0.000177
"cg02965712","-0.00056177","9.89e-05",1.77e-08
"cg02970551","0.00015883","4.33e-05",0.00026
"cg02974085","0.00049538","0.00010611",3.42e-06
"cg02975505","-0.00013554","4.84e-05",0.00523
"cg02976036","-0.0001373","5.05e-05",0.00669
"cg02977954","-0.00019721","6.95e-05",0.00461
"cg02978297","-0.00022818","4.58e-05",7.4e-07
"cg02984188","-0.00040759","0.00012238",0.000897
"cg02985240","-0.0005508","0.00020372",0.00697
"cg02987658","-0.00019004","5.4e-05",0.000451
"cg02988730","-0.00035872","8.3e-05",1.71e-05
"cg02988775","-0.00015976","5.68e-05",0.00498
"cg02992639","0.00121703","0.00012221",2.2e-22
"cg02994246","-0.00011937","4.24e-05",0.00499
"cg02995045","-0.00020108","3.69e-05",6.28e-08
"cg02997316","-0.0003135","3.8e-05",4.54e-16
"cg02998240","0.00045059","0.00012402",0.000294
"cg03000585","0.00045937","0.00014009",0.00108
"cg03002586","-0.00027707","8.47e-05",0.00111
"cg03004102","0.00039961","9.24e-05",1.69e-05
"cg03005062","-9.27e-05","3.19e-05",0.00372
"cg03005293","-0.00110897","0.00010102",1.28e-26
"cg03041030","-9.69e-05","3.51e-05",0.00585
"cg03046812","-0.00064853","6.31e-05",1.16e-23
"cg03055021","-0.00018866","5.38e-05",0.00047
"cg03061435","-0.00021844","7.51e-05",0.00371
"cg03098721","0.00100259","0.00010502",9.03e-21
"cg03108176","-0.00011025","4.08e-05",0.00701
"cg03112145","-0.00024466","6.85e-05",0.000372
"cg03117079","-0.00030081","9.89e-05",0.00242
"cg03129643","-0.00012822","4.34e-05",0.00322
"cg03138446","-0.00021526","7.67e-05",0.00511
"cg03140118","-0.00071633","0.00010605",2.37e-11
"cg03140827","-0.0001047","3.47e-05",0.00263
"cg03145924","-0.00018343","6.35e-05",0.00394
"cg03147838","0.00023899","4.62e-05",2.72e-07
"cg03182908","0.00053148","0.00015429",0.000594
"cg03202416","-7.19e-05","2.43e-05",0.0031
"cg03213967","0.00033452","0.00010581",0.00161
"cg03216475","-0.00015637","5.79e-05",0.00699
"cg03225791","-0.00030666","8.06e-05",0.000149
"cg03230296","0.00021815","6.43e-05",0.000711
"cg03242265","0.00055114","0.00019173",0.00413
"cg03257417","-0.00064297","0.00022276",0.00398
"cg03263730","-0.00030258","9.76e-05",0.00198
"cg03265671","-9.97e-05","3.36e-05",0.00307
"cg03312703","-0.000199","6.02e-05",0.000988
"cg03313659","-0.00022827","6.12e-05",0.000201
"cg03317045","-0.00056524","0.00010828",2.15e-07
"cg03320441","-0.00010222","2.91e-05",0.000463
"cg03321592","-9.46e-05","2.83e-05",0.000854
"cg03329019","0.00052896","0.00014702",0.000336
"cg03331282","-0.0001738","5.51e-05",0.00166
"cg03338968","-9.01e-05","2.98e-05",0.00254
"cg03339987","-0.00013907","4.24e-05",0.00107
"cg03340606","-0.00014434","3.08e-05",3.08e-06
"cg03342805","-0.00021562","7.54e-05",0.00431
"cg03344767","-9.33e-05","3.09e-05",0.00257
"cg03345668","-0.0004172","8.71e-05",1.92e-06
"cg03350186","-8.35e-05","2.62e-05",0.00145
"cg03379131","-0.00011867","2.52e-05",2.83e-06
"cg03380518","-6.56e-05","2.43e-05",0.00697
"cg03386536","-0.00012064","4.03e-05",0.00285
"cg03387723","-0.00061816","0.00012272",5.56e-07
"cg03388085","-7.91e-05","2.9e-05",0.00647
"cg03388445","-0.0002408","6.47e-05",0.000209
"cg03391436","-0.00018199","5.86e-05",0.00196
"cg03391657","-0.00041603","0.00011",0.000164
"cg03395993","-0.00015699","4.99e-05",0.0017
"cg03396826","0.00085716","0.0001724",7.74e-07
"cg03399898","-0.00029461","6e-05",1.04e-06
"cg03401488","-0.00021857","8.14e-05",0.00739
"cg03409548","-0.00029026","9.09e-05",0.00144
"cg03417473","-0.00032412","0.00011268",0.0041
"cg03419458","0.00026474","8.15e-05",0.0012
"cg03420144","-0.00028207","0.00010403",0.00681
"cg03427058","-0.00080862","0.00017783",6.07e-06
"cg03432225","-0.00021762","7.65e-05",0.00453
"cg03433241","0.00027789","0.00010221",0.00666
"cg03434149","-8.78e-05","2.95e-05",0.00295
"cg03435244","0.00088399","0.00016462",9.7e-08
"cg03437741","-0.00019375","6.11e-05",0.00156
"cg03447135","-0.00017463","6.46e-05",0.00698
"cg03447366","-0.00015729","5.84e-05",0.00715
"cg03448362","-0.00057771","0.00011225",3.17e-07
"cg03449456","-6.83e-05","2.27e-05",0.0027
"cg03460527","-0.0001331","3.85e-05",0.000571
"cg03466326","0.00055532","0.00011408",1.3e-06
"cg03466522","0.00054441","0.00010002",6.51e-08
"cg03467001","-0.00113345","0.00012411",3.34e-19
"cg03467728","-0.00022613","6.66e-05",0.00071
"cg03470684","0.0001595","4.94e-05",0.00128
"cg03511754","0.00066538","0.00016985",9.53e-05
"cg03513964","-0.00037988","0.00013653",0.00549
"cg03517466","-0.00030705","8.94e-05",0.000618
"cg03518729","-0.00016435","3.04e-05",8.23e-08
"cg03519967","-0.00031157","0.00011318",0.00601
"cg03521737","0.00040923","0.00011085",0.000234
"cg03525023","0.00015069","5.62e-05",0.00749
"cg03529003","-0.00013375","4.65e-05",0.00409
"cg03536711","0.00106835","0.00027736",0.000124
"cg03537032","-0.00017104","5.23e-05",0.0011
"cg03538499","0.00059771","0.00013473",1.01e-05
"cg03543533","-0.00010631","3.72e-05",0.00438
"cg03546360","0.00053029","9.99e-05",1.36e-07
"cg03548963","-0.00017578","6.58e-05",0.00763
"cg03549532","-0.0002019","6.44e-05",0.00178
"cg03580107","-0.00017419","6.4e-05",0.00657
"cg03585778","-0.00014083","3.36e-05",3.08e-05
"cg03598444","-0.00020297","5.02e-05",5.63e-05
"cg03601368","-0.00016596","5.57e-05",0.00295
"cg03606098","-0.00031254","6.8e-05",4.81e-06
"cg03612357","-0.00031082","9.22e-05",0.000772
"cg03612577","-0.00016962","5.26e-05",0.00129
"cg03614954","-0.00012483","4.61e-05",0.00692
"cg03617456","-0.00037475","8.87e-05",2.62e-05
"cg03636215","-7.88e-05","2.86e-05",0.006
"cg03640258","-0.00034183","7.22e-05",2.52e-06
"cg03649796","-0.00010598","3.47e-05",0.00235
"cg03654783","0.00050945","9.7e-05",1.82e-07
"cg03655142","-0.00028111","9.52e-05",0.00322
"cg03660500","-5.48e-05","2.01e-05",0.00641
"cg03665132","0.00044803","0.00010408",1.83e-05
"cg03701795","0.00045601","0.00010778",2.53e-05
"cg03716942","-8.98e-05","3.29e-05",0.00653
"cg03722802","-0.00021467","6.71e-05",0.00143
"cg03724799","-0.00020483","5.06e-05",5.56e-05
"cg03731202","-0.00031136","4.92e-05",3.71e-10
"cg03732263","-0.00049696","8.3e-05",2.88e-09
"cg03734302","-0.00019623","7.17e-05",0.00633
"cg03741348","-0.00031255","0.00010668",0.00347
"cg03743605","-6.72e-05","2.33e-05",0.0041
"cg03747028","-0.0002111","5.55e-05",0.00015
"cg03760518","0.00029815","0.00010866",0.00617
"cg03762572","-0.00026974","5.56e-05",1.41e-06
"cg03767970","-9.69e-05","3.07e-05",0.00166
"cg03770108","-0.00020137","7.09e-05",0.0046
"cg03772567","-0.00048038","0.00015688",0.00225
"cg03774520","-0.00011629","3.78e-05",0.00213
"cg03818307","-0.00063152","0.00010477",2.3e-09
"cg03819515","-0.00021983","5.3e-05",3.6e-05
"cg03847796","0.00020033","5.85e-05",0.000638
"cg03851496","-0.00039616","9.83e-05",5.97e-05
"cg03884592","-0.00056337","0.00019642",0.00421
"cg03885055","-0.00025464","7.19e-05",0.000415
"cg03886898","0.0001925","5e-05",0.000125
"cg03890167","0.00055244","0.00013201",3.09e-05
"cg03892457","0.0004603","0.00014867",0.00201
"cg03895593","0.00039631","0.00014345",0.00583
"cg03899643","-0.00023099","7.33e-05",0.00168
"cg03900581","-0.00023812","8.56e-05",0.00553
"cg03909781","-8.09e-05","2.93e-05",0.00585
"cg03916104","-0.00019653","4.66e-05",2.73e-05
"cg03916277","-0.00021534","5.52e-05",0.000102
"cg03935455","-0.00011379","3.79e-05",0.00277
"cg03938043","-0.00031201","9.27e-05",0.000793
"cg03939352","-0.00021623","6.07e-05",0.000386
"cg03942855","-0.00030593","7.11e-05",1.84e-05
"cg03945034","-0.00010705","4e-05",0.00761
"cg03945538","-0.00028399","9.13e-05",0.00191
"cg03954991","-0.0003778","0.00012979",0.00368
"cg03957235","-0.0002457","7.33e-05",0.000832
"cg03959306","-6.85e-05","2.51e-05",0.00652
"cg03961030","-8.94e-05","3.25e-05",0.00602
"cg03961551","-0.00055909","0.00017524",0.00146
"cg03967293","0.00031721","0.00010208",0.00194
"cg03969902","0.00047831","0.00015726",0.00241
"cg03975844","0.00045758","0.00012996",0.000448
"cg03977084","-0.00023648","8.86e-05",0.00775
"cg03978041","0.00022599","7.41e-05",0.00234
"cg03978675","0.00023359","8.44e-05",0.00574
"cg03983498","-0.00014671","5.17e-05",0.00463
"cg03984347","-0.00030563","6.97e-05",1.29e-05
"cg03985801","0.00034863","0.00010118",0.000592
"cg03986665","-0.00031527","3.54e-05",2.14e-18
"cg03989270","-0.00013936","5.2e-05",0.00742
"cg04015962","0.00092633","0.00026811",0.000572
"cg04017672","-0.00018316","3.98e-05",4.77e-06
"cg04019636","0.00031887","9.03e-05",0.00043
"cg04028874","-0.00032034","8.85e-05",0.00031
"cg04031093","-0.00089357","0.00015172",5.2e-09
"cg04031507","-0.00023353","6e-05",0.000105
"cg04036898","-0.00041953","9.19e-05",5.61e-06
"cg04077668","0.00063601","0.00018819",0.000752
"cg04080517","0.00111346","0.00013891",2.9e-15
"cg04080530","-0.00012973","3.58e-05",0.000309
"cg04086394","0.00020939","5.11e-05",4.56e-05
"cg04088152","-0.00110365","0.00011739",3.24e-20
"cg04093972","-0.00012043","4.39e-05",0.00619
"cg04095045","-9.67e-05","3.34e-05",0.00389
"cg04096305","-0.00023854","6.14e-05",0.000107
"cg04098194","-9.62e-05","1.82e-05",1.59e-07
"cg04102510","-0.00032174","8.77e-05",0.000254
"cg04107003","-0.00041506","0.00011715",0.000413
"cg04118311","-8.15e-05","2.42e-05",0.000773
"cg04119678","-0.00036095","9.46e-05",0.000143
"cg04122068","-0.00015752","4.7e-05",0.000832
"cg04124586","-9.22e-05","2.61e-05",0.000431
"cg04126810","0.00039616","8.9e-05",9.48e-06
"cg04128065","0.00026025","5.16e-05",5.28e-07
"cg04131943","-0.00019031","5.77e-05",0.000998
"cg04132000","0.00027921","8.74e-05",0.00144
"cg04134748","-0.00141569","0.00017118",4.02e-16
"cg04135144","-0.00014436","4.95e-05",0.0036
"cg04136456","-0.00013046","4.04e-05",0.0013
"cg04138112","-0.00035661","8.54e-05",3.24e-05
"cg04140525","0.00087816","0.00012427",2.89e-12
"cg04145287","-4.86e-05","1.75e-05",0.00558
"cg04149978","0.00053424","0.00010225",2.1e-07
"cg04154290","0.00054117","0.00011432",2.51e-06
"cg04156483","-0.00016312","5.68e-05",0.00416
"cg04161137","-0.00018522","5.17e-05",0.000355
"cg04161603","-0.00026829","9.38e-05",0.00433
"cg04162383","-6.48e-05","2.09e-05",0.00196
"cg04163847","0.00044693","0.00010034",9.33e-06
"cg04206025","-9.58e-05","2.15e-05",9.51e-06
"cg04212926","-0.00010843","2.67e-05",5.1e-05
"cg04217177","0.00073907","0.00025348",0.00362
"cg04218880","0.00076522","0.00014607",1.95e-07
"cg04219726","0.00026422","9.46e-05",0.00531
"cg04221877","0.00045053","6e-05",1.29e-13
"cg04222159","0.00023888","5.88e-05",5.16e-05
"cg04226749","-8.8e-05","2.76e-05",0.00145
"cg04234543","-0.00019926","7.28e-05",0.00628
"cg04236512","-0.00019322","7.2e-05",0.00739
"cg04239247","0.00033643","8.98e-05",0.00019
"cg04240583","0.00047703","0.00011468",3.45e-05
"cg04241844","-0.00015031","5.54e-05",0.00681
"cg04245726","-0.00018896","6.23e-05",0.00247
"cg04249191","0.00060537","0.00011396",1.32e-07
"cg04249754","-0.00022739","5.78e-05",8.94e-05
"cg04259326","-0.00010436","3.59e-05",0.00371
"cg04260293","-0.00022377","6.28e-05",0.00038
"cg04260676","-0.00055301","0.00011179",8.77e-07
"cg04262179","-6.23e-05","2.1e-05",0.00307
"cg04265492","-0.0002262","5.07e-05",9.05e-06
"cg04273604","-0.00019477","6.99e-05",0.00543
"cg04274259","-0.00014863","5.14e-05",0.0039
"cg04275362","-0.0004988","0.00012239",4.94e-05
"cg04276005","-0.00011935","3.35e-05",0.000384
"cg04276058","-0.00020026","3.52e-05",1.72e-08
"cg04282138","-0.00010212","3.7e-05",0.0059
"cg04289036","0.00044746","0.00011306",8.08e-05
"cg04295372","0.00047711","0.00012674",0.000176
"cg04308769","0.0002397","8.27e-05",0.00381
"cg04310074","0.00026603","6.43e-05",3.79e-05
"cg04311473","-0.00016072","4.98e-05",0.0013
"cg04314111","-0.00013619","4.5e-05",0.00255
"cg04315255","-0.00011487","3.47e-05",0.000954
"cg04340595","-0.00025274","8.98e-05",0.005
"cg04341461","-0.00015758","3.52e-05",8.57e-06
"cg04344749","-0.00030518","8.16e-05",0.000193
"cg04346637","-0.00017765","5.76e-05",0.00211
"cg04347016","-0.00012001","3.64e-05",0.00101
"cg04347414","-0.00041432","0.00014543",0.00447
"cg04352959","-0.00013525","4.21e-05",0.00134
"cg04354805","-0.00019441","5.9e-05",0.00103
"cg04355435","-0.00022668","5.83e-05",0.000107
"cg04364251","-0.0001204","3.25e-05",0.000224
"cg04401067","-0.00015637","5.56e-05",0.00503
"cg04401603","-9.06e-05","3.35e-05",0.00699
"cg04402828","0.00028689","8.4e-05",0.00066
"cg04411044","0.00057213","0.00013521",2.53e-05
"cg04427651","-0.00047954","8.44e-05",1.73e-08
"cg04436964","-0.0002801","9.06e-05",0.00204
"cg04437762","-0.00032808","9.86e-05",0.000904
"cg04483711","0.00016073","5.28e-05",0.00237
"cg04484550","0.00023754","5.49e-05",1.64e-05
"cg04487600","-0.00020721","7.12e-05",0.00367
"cg04488647","-0.00018602","5.85e-05",0.00151
"cg04491808","0.0003098","9.17e-05",0.000754
"cg04494683","-6.04e-05","1.95e-05",0.002
"cg04502601","-0.00025213","5.27e-05",1.92e-06
"cg04509266","-8.46e-05","2.84e-05",0.00296
"cg04520340","0.00032479","0.00010113",0.00136
"cg04539515","0.00019459","6.56e-05",0.00306
"cg04549679","-0.0001488","4.31e-05",0.000571
"cg04550950","-0.00029386","6.24e-05",2.8e-06
"cg04554131","-0.00060919","0.00011306",8.78e-08
"cg04554690","-0.00020761","4.88e-05",2.31e-05
"cg04557181","-0.00012469","4.43e-05",0.00501
"cg04559824","-0.00019012","5.44e-05",0.000489
"cg04562683","-0.00037415","6.92e-05",8.03e-08
"cg04573706","-0.00029314","7.59e-05",0.000118
"cg04573851","-0.00026459","7.55e-05",0.000478
"cg04599922","0.00034238","0.00011911",0.00413
"cg04602755","-0.00042805","0.00011195",0.000139
"cg04605287","-0.00064427","0.00020308",0.00156
"cg04611670","-0.00024734","7.2e-05",0.000611
"cg04622024","0.00044312","0.00011374",0.000104
"cg04629204","0.0008063","0.0001585",4.31e-07
"cg04673737","-0.00025024","9.36e-05",0.00765
"cg04705659","-8.31e-05","3.02e-05",0.00609
"cg04716261","0.00058256","7.21e-05",1.81e-15
"cg04717485","-8.11e-05","2.97e-05",0.00643
"cg04772818","-0.00020484","5.43e-05",0.000172
"cg04781796","-0.00042093","0.00014538",0.00387
"cg04782252","-0.00016419","4.2e-05",9.71e-05
"cg04785675","-7.3e-05","2.61e-05",0.00519
"cg04788743","-0.00016704","5.06e-05",0.001
"cg04794393","-7.83e-05","2.31e-05",0.000743
"cg04794690","0.00031321","9.07e-05",0.000578
"cg04810755","0.00020904","6.77e-05",0.00207
"cg04818845","0.00029404","0.00010338",0.00454
"cg04830825","-0.00022094","7.55e-05",0.0035
"cg04837750","0.00075211","0.00014025",1.01e-07
"cg04837847","-0.00028384","8.69e-05",0.00112
"cg04839207","0.00048779","9.58e-05",4.2e-07
"cg04842880","-0.00011715","3.97e-05",0.00325
"cg04844423","-0.00014536","4.82e-05",0.00261
"cg04845871","-0.00096061","0.0001024",3.88e-20
"cg04846710","-0.00038724","8.07e-05",1.84e-06
"cg04847649","-0.0002862","7.19e-05",7.37e-05
"cg04848349","0.00052689","0.00013852",0.000151
"cg04852275","-0.00014632","5.4e-05",0.0068
"cg04857033","-0.00024807","6.99e-05",0.000408
"cg04860312","-0.00012115","4.12e-05",0.00339
"cg04861645","-0.00011751","3.89e-05",0.0026
"cg04863713","-0.000136","3.67e-05",0.000222
"cg04870460","-0.00040583","0.00012067",0.000798
"cg04870918","-0.00025582","7.68e-05",0.000901
"cg04871726","-0.00010566","3.02e-05",0.000494
"cg04871778","-0.00022432","4.79e-05",3.19e-06
"cg04873053","0.00044047","9.68e-05",6.01e-06
"cg04873098","0.00067623","0.00016541",4.68e-05
"cg04874825","-0.00012775","3.94e-05",0.00122
"cg04875062","-0.00051997","7.99e-05",1.17e-10
"cg04878826","-0.00104301","0.00011291",1.35e-19
"cg04879861","-0.00023176","6.21e-05",0.000201
"cg04882349","0.00033839","8.68e-05",0.000102
"cg04885673","-6.18e-05","2.05e-05",0.00267
"cg04886703","-0.00011217","3.94e-05",0.0045
"cg04887124","-0.00019416","6.34e-05",0.00226
"cg04888113","0.00071741","0.00014496",8.68e-07
"cg04890480","-0.00028623","8.16e-05",0.000472
"cg04891053","-0.00036916","9.61e-05",0.000129
"cg04894027","-0.00023046","6.71e-05",0.000615
"cg04894705","-8.99e-05","3.35e-05",0.00738
"cg04896949","-0.0001865","4.08e-05",5.3e-06
"cg04897230","-0.00023471","8.32e-05",0.00487
"cg04902265","-6.45e-05","2.01e-05",0.00134
"cg04902474","-0.00166511","0.00011558",4.47e-43
"cg04906546","-9.14e-05","3.39e-05",0.00711
"cg04907595","0.00032018","0.00011131",0.0041
"cg04907885","-0.00012544","4.24e-05",0.00317
"cg04912542","-0.00021495","7.66e-05",0.00512
"cg04914013","0.00071082","0.00013519",1.76e-07
"cg04914562","-0.00055233","0.00017397",0.00154
"cg04918175","-8.72e-05","2.29e-05",0.000144
"cg04924028","-0.00037307","0.0001123",0.000924
"cg04925599","-0.00010146","2.47e-05",4.25e-05
"cg04926200","-0.00014467","3.47e-05",3.28e-05
"cg04929932","0.00038439","9.19e-05",3.13e-05
"cg04972348","0.00072397","0.00018579",0.000104
"cg04972459","-0.00030743","9.26e-05",0.000929
"cg04975966","0.00024915","8.75e-05",0.00448
"cg04977528","0.0002701","8.96e-05",0.00263
"cg04980002","-0.00010041","3.54e-05",0.0046
"cg04980428","-0.00063712","8.2e-05",1.9e-14
"cg04982834","0.00077431","0.00011203",8.28e-12
"cg04988794","-0.0002258","6e-05",0.000177
"cg04994405","-0.00021111","6.32e-05",0.000868
"cg04994456","-0.00012802","3.85e-05",0.000909
"cg04998202","-0.00084815","0.00015625",7.07e-08
"cg05001948","-0.0001136","4.15e-05",0.00627
"cg05005791","-0.00020502","5.47e-05",0.000187
"cg05034656","-0.00021893","8.08e-05",0.00682
"cg05038881","0.00055157","0.00016715",0.001
"cg05045781","-0.00011114","3.2e-05",0.000543
"cg05046020","-0.00038263","0.00012607",0.00246
"cg05049280","0.00025496","8.69e-05",0.00344
"cg05055766","-7e-05","2.28e-05",0.00216
"cg05064852","-0.00013139","4.83e-05",0.00659
"cg05116424","-0.00017065","5.94e-05",0.00415
"cg05123067","-0.00016162","4.6e-05",0.000457
"cg05127450","-0.00018785","6.13e-05",0.00225
"cg05131102","0.00028658","8.46e-05",0.000735
